Serial Number,Project Name,Promoter Name,Last Modified Date,View URL
490,FIFTY ONE EAST,DUDHWALA PROPERTY DEVELOPERS,01/07/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=yZUDIwG%2bMI4DJ8IrrMo6%2f0jHzXNjOKwRHPv0Hm8kLvFpCCQuaPjOe7%2fFehYluSq7dgT390z%2b5pUnXdilHypwg1gL7E5mlZWgv6kSj8Jtl06mQ6k6cgv97ot6WD11zYK%2f3Dvfz6m3e%2fBrKQe%2f3QhPs%2bGFOlxD%2f6QddHJ1C9ZmpKCBiy%2fAr3bMyQ%3d%3d
491,ANANTAYA APARTMENTS,Sanskriti Developers,16/07/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=ZEbUcca4z%2fB%2fLeUn1pbQxCvHoSONCqNtx46ELHB5MkQdm5jaQBkn%2b1PZi24sOsPad0OLwla7Sg2Eu4LBOgGC3bkWOuesd5dxvfylAEhlfyG4jcJoAk352PvntelJuG4Bdisb3b2HHLWoVc%2b3zg1uZhnSrpnKVGZbX0o%2fw1Hm2vt639RqzFzYfA%3d%3d
492,NATHANI RESIDENCY,Nathani Parekh Constructions Private Limited,16/06/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=Z4C2tZ8taDYXyJn5opilTtEB2uNfd7SbzHdpno%2bsJCDnomFtsUfBXy4PmozG%2fMrT0aUJaZJIX33VOpne1RJ1kzHxWSYyJGRBnHW%2bYt1sPPPriyMtI8KDgAJjsPgFFsbzDxeWwUkYCHXhJ%2fDmSWJwR0t6CQjgznqg1Sa4jMpJRZhSYFROf1%2bHwQ%3d%3d
493,NATHANI HEIGHTS REHAB,Nathani Parekh Constructions Private Limited,14/06/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=2yJ9bWUdmAcKkTD8KsEFVQxuUztVwsuR0mfra5C5dn%2fzQBGbz%2bcNFWX0YEUFXiMUctomzPHNZtmPvB0ULSW45RZQX%2fOnvEbjwm7EwU4WLuPuaUyvq%2bQLK6GZvTe5xXoV7UA2ES%2b3Y0WfRcQbiqBNz5S5FNkEBNklbgc6fXPJKYbPhDzC0hiyig%3d%3d
494,NATHANI HEIGHTS SALE,Nathani Parekh Constructions Private Limited,18/06/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=50Pxln3OYduTI3Zh446vdaPwzuMu5JMHNCIOgO3R4ASP4%2brwuzZyOymsF7KEzqsdjsBqras%2bHTBouK2LXpnxlgJYRiuTHSwAe3HdO5hON0D9qXzHgtZ6%2f8mVZT%2fXezrG88oeQGxmb%2bRtmBhs0nvve9YS4sFv1KShLIZQW%2bljvT3KOQKccAIKqQ%3d%3d
495,NATHANI SQUARE,A.PATNI REALTY PRIVATE LIMITED,16/06/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=8My%2fWcDL6KPRD6ih%2bNhNKh8EGBt%2f8%2bFO2Ru3oA3lhv9Bx%2b0FNr%2fuqYoopZWpwDRNrII8yw5%2bRwhLSG%2fnDeBkxTXeMvO4xw2QwpGypQcLic0%2bK3b5re2cg8HCfT5leyQrZIrLtSUgJX%2f5gKhEgHqX4yQpx2saOw7ErOhHKBEfH2CMPaLm1Yve4g%3d%3d
496,BELVEDRE HILLS,XLN REALTORS,17/06/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=zzLxF5Dsi54yru0WSIoRJgWuoBdHsiNksncvsU48glD9Mfv0u57zoCahl0yHlGP5Rkn6I7H43A%2fw7Z8DkMwjkzff%2byTZeyQrNXkHhEQTi96iOoSt69OslPa%2buDJuDOMjEC52PenfpOuNFmpjniWuY4qZmuBBPrZBNFzJaZUyvIx8m1TAcJUERg%3d%3d
497,BUILDARCH OLIVE,BUILDARCH LAND DEVLOPERS PVT. LTD.,24/08/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=mDuOb9e2AfMiV%2bBHXY2rBaF4hlpo1uIYV34qyMb6%2fK2McerMmDwW73HYxNEJkz35IDA7Jqk3Hmf6vaZoKTCxLAxyyr4m4YV8zv6xPeZCKKQASVzu0IONN89P61buiqUxJ60k3adYmhqbwSqp%2fLe46PyGEFT1nhN9tB7KAMN647%2fesnBqQ7HpbA%3d%3d
498,TANISHQ HOLLYHOCK,TANISHQ CONSTRUCTION,11/07/2019,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=bh3rxuT5omeZ46gTgTD4yP1OIP5GqO3loeqzETlwwC%2fwOSQpT%2fJh%2fYjh5sT%2fNhNRTL7630vnCpWCLNLc0KOo4IFKjztvJbMVY7zEDuqiiUIm7GBa2iPY91dNmAeAqgRWU4%2fkqKeoo08QZAj2APIfPl%2fAnb5KaeU9gyvjiF6m%2fbFj9%2fhvQco1ig%3d%3d
499,ZEUS RESIDENCY SALE BLDG NO.6,BALWANT  DOSHI,16/06/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=y8gbtXbVnfw1r2VyGueEpGnYjyX2nnyD7SYTBx5wYP5BgOLesSXS3MZX%2fSXqwhkzIvn4Eeulu1kd8wixz8bzz%2fIW5vFciGgQYES4y6tbBBJz5SCD1cajuFhdqEYsK6KgZKZJO7fywvkpfJAsuiSUfKX8ebG0j%2bKrLvi6DXfFgcJtqcfIZ0D7%2fw%3d%3d
500,VITHAL DARSHAN CO OP HSG SOC,WESTIN DEVELOPERS PVT. LTD,07/08/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=MK1IyvM08KgQclbk5pox0yeYbWvnSUSN4Pwbio%2fmC%2fAkHTRTramgBDauEdE1htu2UnwCJRSyl%2bDUTJh9TWwRxxIMDhhZ%2f3cYoNS7fMzYlCl4YQWv%2boHT8vXvy7mPHYptTWIp%2bwcnZ0nWKOmlLLbS8%2beqE765GXws4DtuZptPLyv9X4vR5NaehA%3d%3d
501,SURESH SADAN,JAVERBEN NENSHI CHHADVA,02/01/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=CHiR8QdzDi%2brEB1EtOD44WZnp4BuKMi8ba9euh1gf89qk6uZ76m3HwjjKwqcpUphq%2fC0zBvcMWMaGwQPelLn7uomedaR98ORGfbWnNAGErUD6P4NyBqaO7edEd71MQDIc2J%2blMzAGEzjh6X34COuwIpBpAu40%2bnkgYIrjz6zRPmmRvhwJAE45g%3d%3d
502,BAYVIEW HEIGHTS,HIND CONSTRUCTION,11/01/2019,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=XmdDoEokDwJpJ4mECuPOUufXLYEzY7iD1JeDKvIxi%2fUO1ZIOwiqFoFt8hz3VDm6fPZfNGS6uR6tOhBBpOHsGmh%2byehePKLnTLLf3WuFKxf2BBi2gevqzQFjfbsm16e7Aa0ED6wLGY%2f2dtK5EZcFJ8JPjmrBDJVgF8ZjnSVvGIq3mA19LTuStKw%3d%3d
503,NEBULA,RUBBERWALA REALTY,16/06/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=z9kfBgd18%2fsesnTYqNJNAZYG70V4XxgBlMR2eRPLyAnnkfLLRnp4lLtopTlKGSgdb3wb6ZQTS5dYyPWZPBVFJJ3f%2f80eP0mwV7S3scIbFsrCox2wn4jgwPjA%2bYOdOewngJ7NXxwh0FKISdHJk4kPYaTND8capGg0%2feB9Q5C%2bPKGwq%2bHQvjT73g%3d%3d
504,AMANN MARINA,MS RELLIANCE CONSTRUCTION CO,24/08/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=HPYoa%2fVRGTm0ysMfJw9ZAjEtxVcC%2bHID69wCKdACowAA3wYEaSBUJIKnlQCS666OfVU702WVUIB%2fTVfAv4X%2brycw6oMHZHdI0syWHF61wIGTDPjMo%2fvUKtsDa6hq%2fMN7awm%2f6LBkiP0ufA6KOUUjbt16HuFAr0b9q1q89e%2b9fUo3riBgiYGwQw%3d%3d
505,Celestia Spaces,Peninsula Land Limited,14/06/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=kdAFNr53VyDM6vOBnBudrlVwJ9yFmNpaeelRK4J6Vc3gQ7Poa%2fKg7QHlqscPnSoRv75ZOnUlxB67kGflPnuJjbdqMSMznIDBYBWmM5IFIfTO2MLuoQKIIP4WqTnTybXzTjqaJxETUlRqmsB1CbSXEsgPUPk1970uh8mqv3uEGuSXddk6w1JdBg%3d%3d
506,ART GUILD HOUSE,OFFBEAT DEVELOPERS PRIVATE LIMITED,22/01/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=s3RTTv1MVUHKttObMu07S0jqkJIj4jobDDrIxyOm7LTk5Y6gDCHijHH3cBzkfD5GHmJYfOy1z9CtMaTBwUn8CYzFEQl4d7hyxkMSlLbmMmzM0MOPaS9raGnY%2bxZb5J%2fTXZNe5TU6Jk4TnDAs%2fFSvehPbv9XJr9h1%2bjSTvAz%2bG8BbW5inMJkXiQ%3d%3d
507,Daffodil Heights,Shree Krishna Constructions,21/08/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=PY1%2fQzVw32EjspTcTG0uQm%2brEU8okZOCelhm3dhnb5fzOW841s0Xm8XxV88zbe23iUR%2fYbjvJJy2UQt7z3PSxTF6iKnnn9qp8cuP%2f90QZa708m0gfcQ%2f%2bSjXIIxh%2fVrt22aJGUKSpmLsycTydHRjVJ6FdCo2vjSuH11bxfZMg8fuHtnAN%2foZxA%3d%3d
508,CRESCENT ARIA,CRESCENT PROPERTY DEVELOPERS,01/11/2019,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=GcB5zgYtqv6kkrVoXCJKxMbXh0Vi74JgdSa9tU39LSq70RvaQDFW4DNlGaohonNk7WJIhBSm9DE7AX9XgcphwsbP%2fDbuAL9rcsQcYnWbcgswGNQBBZNo4wUxtz3tNuAtBSWpa7xbOXdqe3wmqlOgBKv%2fXR00etJkPpFVN1eXX%2bixPe6WusvyVw%3d%3d
509,KUL ELEGANCE,KUMAR URBAN DEVELOPMENT PRIVATE LIMITED,14/06/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=exWq06XS6PJ%2bFqHQSIzlwpXlXtC%2bHiKCzxiNth1aLrF22Fe2j9z8gwpHSRy3mUHcfYWTrG5z4Z57HtYJj5hn%2f0cWws3ciV78qfa0hbKwCmycq59v1TjEpD4LkLm%2bbAHW8TgvLpredKAXPJTKl24iKm8FwpbuaJxlu1HY9PDi7Fvi4GKi6ME8WA%3d%3d
510,Westside,Bhuvnesh Enterprises,16/06/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=xeqA8ZCfG%2fkBu5TrHQQLxY6s%2b5NGaLBsiOa0riRNIAy66%2bKYz%2bvoIS%2fSEsFvE18iq7O307ojx%2fmCCp5etheexxOEJlpy1kuzNdo35SDqkZV8mcCNYnGHog8SME6g%2bxRRx%2bcbrKd06ugiItWRK319MCR3ypgcQNa%2bInnzWO81Lq0UpSY3xgd3yg%3d%3d
511,MARUTI PALATIAL,GRS SHELTERS PRIVATE LIMITED,14/06/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=%2fqiWoUSHlWrQ97zztfc7opkMMjfwclbUbxl86Lqonhfa6x3rP%2fNLFlzllsv2Dv%2b3bfXphgN%2fl5mtfZV4wrcctDx%2fNY3TpWCmPeQMOgKRGohel9G7QO4mA0ta1Uc9azTXn8gqZGrt2LzxID6YwxHcL44ZaTMB83Rm3XnMgJ353qY2fQKNKvJLxQ%3d%3d
512,PEARL RESIDENCY,PUSHPA CONSTRUCTION CO,14/06/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=vvzEw%2bshU23dJPPMVMZM7ZxF9U7061J3DQ87VGyHWGgN8eih4PSjcgy30FZ3wWqaAqYsQDneHEHxigXjmeAYBpva5ECpI%2fKAEVxRBlmJwYgNEt8tTVaeNXAkH%2falcEd5G9oqIwHUEBj9idjI4%2bCH%2fWRRcNCJdqL2mnPoR%2f0dsWjCa3xuBOP7IQ%3d%3d
513,MAGNUM TOWER,HEMANT BHANUSHANKAR VYAS,29/03/2019,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=bEtFjMz4rQL6xoczNQLzrX28%2fVDrWtiLgzGwFekE7tWoyq7cHmUyIP1hBHt1Zr1ORV9U9vSRjXkZXNhbhuKzOYk88CpcrNAdjZxmHpNR3xWPPxj%2f1REpCAUYneg%2fzqXIbroxclGoxbtYkNogrEoGo6n0wUf0YGgFXpnSjk63ivm7DUeSPWDa9A%3d%3d
514,PARK MIST,Richa Housing Projects Private Ltd.,27/08/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=x0isFc69ibpBQ1LRVZ%2fhGb3mzcw7Rh%2btKzfCVcMUAVffPFSE7jqHYmFqriXTHUxc%2fIAMWUvK8CLZ%2f%2bi%2fbpv15H8qF8hw6nyVMqf0%2fa9%2faW9%2fKImiM4wXYXJKLbNY5XQ%2bBT3fVQq4uOAV4tEWGkFCoATwXWHPLC9laE%2fi5aoDDhLv3oGg5s6VFA%3d%3d
515,ANZAR ELEGANCE,MITHILA DEVELOPERS,16/06/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=%2fJDuaTEeNa9Mya1Usy6QOBtv8%2fVn4obZgKxlr9wajCjTZiGvkMDNYBl67xLdbkYA7r78o98O94YtnyzeIM1clH9mLxL6R2xeXHJwqH6XbCQOSxEaHK4PuaYGfk%2bC%2fLOUKvjJkPi1ViWZhVR6HRjOwSFlnOaS0cUvG42rWcgZgu71urOFaLrThg%3d%3d
516,Shri Sai CHS,M/S. S.B.ABODES PVT.LTD.,23/07/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=seg4ICySJcmEn4Ywx%2b16uXnDbvG%2b%2b9bXzcRya%2f5KbYYztsY3o2OnRPobBqSF07ojz%2fLBELsAA5HnqO773t7BRmN65HqaXAu1KOFXafEZLTRpea0vEpnmg9SlH0bYygu%2f8HDKyzl3cbN%2fslnym6YUt3i%2blVP2XbjnW1bQmaqOfL9PmFHdFsosLw%3d%3d
517,SHAAD RESIDENCY,SHADAB ISLAM QURESHI,03/07/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=%2fK9F3V4OFgHLnYGwRVKEdmDMXFEI1WnNX58tMKd%2fPW2jpnQuI3rZROFm2Z2zGE199HEHWKaooKs3Ti4mbR7QI0tME5zztXEsmUXveOgQASQzAOclOjfabHc6W9VljkwtweHSqNBX9FGMAdydKZxXBv4wkwVoZTKjyc8riOE3vGP4z6J2Y0JpnA%3d%3d
518,FORTUNE MIGNAS,Namla Developers Private Limited,18/12/2018,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=VYxKafmr8dV4frQOfa75zOT%2fHyyGLsEX9xPrzYxI7JiAvbHsR1hpUnqVnswzY%2flSiuJFbuTLbiNn%2fpUQQozIwbBdK71PF0882IS8%2fReuBOXtOiQ%2bsuzRbo0BI3%2bSaYg5kpqQ88OdzsEIOXTX8RxOmV1k6iXqaMjhfDurahCClCO6RirWnbihXA%3d%3d
519,PIER 23,HOOR CONSTRUCTIONS,16/06/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=m%2f%2fJ1JPEXPV38O2%2fh8dfu6seys%2b5qKZro%2fg%2bzSSEgSwmr7fZQDfYY%2b9lrxg7e1BTMb94dYn5ytwEHgaxjQ8hdVElKzD7FgP9w9YBfWFHP7z%2bi9JlO6jd%2fA6F54Cw14DKfd7nhAZHNiAtDTsSDcYRIYC7bnL6kFOXBpLlA5cH29YcJa7onA7BqQ%3d%3d
520,Beachcroft,SHREE YASHRAJ DEVELOPERS,16/06/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=udsqtKABxS1Zj2qcoLYdX0fKv54HlGv36c8n3YMvg9YiBriFgvQjFAIUgPcrQWwxrxomWuQOr%2fAzVx9sgRkTXaBmV%2bRRfwKj%2fV0ilL4fS7iUYFAIab936hNYcLHzpZzk6crG4AaqJ%2fmzE3oVR%2bUpDO%2f1TwC6%2fhmi7XrFjnzvr6tabPa1UL%2bi9A%3d%3d
521,KUL Couture,Kumar Builders,16/06/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=AtQ7B6o%2bguYMKPIq%2fhOIfnoWwWJxh3XruReundURddbf2YVgaWrwZLtN8EbHzzgrHyBIdmu1InTfH473P2KOijsCq5SoAnUA2i3KeDTYNarTOPDihmkmgm8rZo7cUcfIV44acsoxfd2MsxugHnOyFuuMGLIbuhy%2b0nRT4fTjinmKtXvdcKZZOg%3d%3d
522,FUEGO,HILTON INFRASTRUCTURE,14/06/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=PnWZ0z0DbYrglmTt85AyXce1YXs5PoB%2beLNIkLR%2fdl14sT%2b9UR%2flIwz3dh8mIPWvRk0G7A53Da3E1EMYuMbWpbyEf61BJp5y9bUUfKKzUc%2fx5V24u3djUu%2bN0HKdlHd8b6O0B6l5by5hFzp16a8olqgHZJrj2KigIdod1toTKvx5z1OLb%2fa83Q%3d%3d
523,FORTUNE GRAND,Jamaica Capital Investment & Finance Private Limited,16/06/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=OhCH8SKlAwL98Y%2fkmgT0YBPTwKYVOJdo52KvRD0UFoG6c2BxvanVJsLN9DUNgHGvWRoYe1meMMdQDYoE1PZbYc%2f7LetzDIwsD9LnLIAM0Bw9iQkQLPqligAXqqYYKpf6xHD%2fYLeEhC1GVRsnlnoUuQLo8ZtqNgAs1C0lQMYqoKeEs3r0Ktcdsg%3d%3d
524,ROYAL RESIDENCY C PHASE I,HEMANT BHANUSHANKAR VYAS,13/08/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=pGe4HZqpX%2fgj9jZdgjIei6yuRuygJsk%2b83kiFUsOnFem0j76L5aEda7Mx%2bfjft2UqiOeNwSc6i%2bngpC7Er%2fGm72C%2bYZiZxMPwKpWHCcVZShaJs1nBKJk3WKR8S23ChFkTtIRShX3ATGFUzxaT%2fXaA0%2fvJ5IbL9AkEnFBklSPyJcWQOl3HNtwvw%3d%3d
525,KUL TULIP,KUMAR BUILDERS MUMBAI REALTY PVT LTD,13/08/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=LP9UZ6d4gxBy5KJI2%2bdIa8EpBjXRuEb1CT5MQAojI%2beq33hgH%2bs0q%2fuaJ8jYgVU%2bNDD3qKOaY5m0G8nSd2a%2fAku59Q7E4qpTEdghJWh10ve4Xtwdh3NdGV66E8x7CRFSIFjNyCCIR45IpylpT6smfTDEzSgTCskwuz7Xb%2fzrXL6XJRrtCjzMBg%3d%3d
526,BAUG E UMAR,MAHANAGAR CONSTRUCTIONS PRIVATE LIMITED,14/06/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=JmON8FjINxm8937wEV4ghiaTIV79OiOUL%2b332FNFmbcJ1CD8SDDzmZrCBgF6cWT49xBKAeR8%2btiz94g1HDITBKzED1182uZCl22EYakeBaSUWh2yqiIu%2baozMnMLutnMJrw%2bNcai1EXwGINCSi1bkHGFWFK3FF%2bulii4G1aRJ4F7M9BYSoL9EA%3d%3d
527,71 RAINTREE,BRIGHTSHINE BUILDERS LLP,22/04/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=YSht7EZARe8bgk3mH%2fWIsRpTRDAPr9jvHg%2b4lDsvmgSSDxIOyFctu9yfLx4IzMlJph0VT6Cz9xVQ%2bCUgzvX4lJ8DlY44MuklivU6KNwbiw70c8n%2fUwykdXkQwdugx50gTNxivH%2ftQ4CbOzp6Rc%2f9F4%2fFh4FcquVLjQOapsZGI%2ft5aXQar7PFwA%3d%3d
528,DATTA ENCLAVE,SHREE DATTA DEVELOPERS,14/06/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=BPxm1u7wG104fY0xu0IpmMwKXbQFowsNjpTxs1vOcmXxda%2faG5wVW6RNr6dW5dWxHtzWNC9mNt2Xp4ZiCULEBHIg0iVppCs23VtKRPOI6UKB21bgZpvYrQzVk0b4e13ECec0k25nJxFosUI6NXEuBMV92joPbF8Me1y31FSinDKEw%2fUH09Ai%2fQ%3d%3d
529,NAWADRAT,EIMAARA PROPERTIES VENTURE,14/06/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=VFQRP8uJJgVmRtKdmHkyxXOThiLQkSBS6HutnOSiK938oW%2fMgG%2b7xpxxAyFD5jxG5bcBz1k%2b392BjyEqjVxdlzmSzqb4sHbDMAt2dNl7%2fubT8las1CEIC83DYuzN8hEin598TjEIiNuOZ58VLB9ZIDVo3HPhCa7IS4KU1%2f72HwRpE99zlbaw6w%3d%3d
530,LE PALAZZO,Sri Harsh Developers,27/06/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=C9VWSTcf4%2fKsxk5b%2bXuYXswsmTphawa9hgBAJ1xrJfRwLf58mWZV9yItqptlSe1pW0J7JtOXWjg7ljMtXWGNL5nw1IYLrE%2frHJi1MMwqlceSZp3HwXY%2fSQlLP0OYzMO0s0OnbV9MU3%2fo6l7sImoQREfkPVWES%2fzDfTxhRqtc%2fKCRupehq9QI8Q%3d%3d
531,HILLWOOD,SHREEJI LIFESPACES PRIVATE LIMITED,06/07/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=OafGTb452xNMQOFGG8jlO%2fKXgkbDKbns1hs5pnF05JTgq9qHyAZ7KCkfd8f0X8IPcob%2bsGGZsSIwzTs8Ucs6SFnm9ZcKFCnUpVTzyFRuhWsbznnmT3QUscYHi1w9%2fxjkpgvd2VGcdef%2baICMD1WaYZeVtUpdvVGBXSKC0M2j1lhlWk5xXMQoeA%3d%3d
532,NEELA CO HSG SOCIETY,SHIVOM CONSTRUCTIONS,11/11/2019,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=nwe3D7PwiEEozZBbW6ciUKf0Y2dzspAiMY9oUoU0Jgrxfp25AJVsIwObiu%2bi24qArr8WpnmyofyPNkz9ZQdOtWlncBLzMzL3FirY5PT1EB3jp1n7na0%2bzncpwff%2b2euZpUc%2fgDQ%2bsQRyYhvf3UkM7sX3LbWrjeXG9aZ%2bl25nCwfDhH%2bodHQWOQ%3d%3d
533,KSA GRANDE,M/s.FABER CONSTRUCTIONS,17/07/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=Mv8ClP4DdoKm%2fgs00CmCyJIH9xVDZrXn4V28a5uJtN19cQDVTPh6zRKXA4%2bEpIHUsdFuCfM0%2fMz7qbw8hLdFFi%2bQQqRYJJsKmsNlgxqDuTjtSlOXHwwFUWdCcwgYlMonIcNvL4Z3%2fpR4Q6%2f%2fosD1qgNbp3foe1PPHETZQxchpzmkmfwLnZb69g%3d%3d
534,Shaanti Ashish,Ruparel Estates India Pvt Ltd,22/08/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=ubWPnoXpOF7rONw065vggGjKyEtYAhITcuOfUb0UuyuMs5UEUvo%2bDaxKKg8f7cIyuS%2bFzsLKEE8BFzKfjkXrMInv8rz6Z2oOxUPggvi7ZIJz6yv8xVWYNGX6tQkvt1f301CvTuN%2bbBXVEL%2bLZcimfIxN75TciXJNAO3ltq8EG9Ktvyd9MO7LEA%3d%3d
535,FORTUNE EDGE,NINA REALTORS,09/08/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=ofQrCQMsK3CyANtqSnO6vQs5NxRd4Xi12k%2fLeek7U%2fXDurXzgaxa7HTi0%2f6ztOiE1ROdJolFGi%2bDu2397CWfD6U2vOvJQWJTTf8Vi7epj5DLCQeWdX5GqCFqU%2b1wcXSp7FnAUW5HKQ3yS1YYvjVAWAN2THJ%2fDmd3GpJkdvy9rh%2bi4V74aQpi1A%3d%3d
536,ROYAL MEADOWS AND ROYAL NEST AND ROYAL CREST,DHANKRISHNA ESTATES PVT LTD,16/01/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=wF4gY%2bOpO%2bwjcRuCaoOm02UQzwkpWteaeGBr2bMX2nukSNXOMqBW%2b%2fHl6qEy146fsb9ZIWohxKT3RaeBCoAXkPui5cqdKypTy4QxuOimzy3NtqnavP3yb%2fSOT7GbE9VSw3%2bY%2fhaWptommAcHJNKWM5nCBEDMyjlwGZ0RstX3WmUX7ZKRS9Hh7A%3d%3d
537,DECOR TOWER,DECOR CONSTRUCTION,14/06/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=ZtWFX65NG4thvpSHQQapuPc3%2bLnU0iJqiGxr4pIDF382vbzJKdWejz13e6vJ30oLe0oM2ubDDKXK4hCSKGtMaEkXhdO7xJBCjpr4FO7M6ps9QAu0qdZY2c3PTvEmbGltvovq0KF9yCHx%2bIHekxmAgXSQECb6fgJs9EP51RorGEuDW%2f%2bFIK%2frXw%3d%3d
538,HORIZON TOWER,HORIZON REALTY,10/08/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=zOp6uwjXqaQc2ujo1nCzEhfXX1B9F3N%2fCBA2ATHRxwTwYCphDu6toqIlpBXX7A7bDwjlZehXqMuuydV1Q9hv4upWAccTPEPu%2fu%2bw5mWf8o6b0wg6bcyrcmMpWLe9JN5XIaBLMorp36jM6cnfLTzfHBhdTXIql3MqLCO%2b703pSvjER8YvGeCyJg%3d%3d
539,Aura-Phase-1,Cosmos Realty,24/06/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=Hp8i%2f55i6Kj4tqJHgfGgNGj18llXomxmrqBzAVmIROuGKbXsNiy4woNLQUwbnkdOd%2biv3nUK31ShNQifpefrTIWsFXjsmqcxp67JTrs2VChA7D49pcj%2foeuqNArJYBu%2b0ctgMNmMLiY8mRyL1MbxI3wyKIZKOg8CMpV%2bvGZKbP6J3S7vPPsrIw%3d%3d
540,Tridhaatu Aaroha,Tridhaatu Vishnu Kunj Developers LLP,16/06/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=rgj25whnUMCKHQNuikFCz26ptrBYe%2bWKC4Me73NQ5Kzw5eegQpXEQTZr2BKpLPof45F%2bwApH0xZ9BkCDAvL6wZTh5KI%2bYiE5s%2fFflL5dwUaWyEGJPbPbcbxIokpkns5dmwA9YWw9Grk%2f%2bNW1f%2f5qYtytqwKeqdz6%2fYrLGjyKVaxsHwJXzO4nhQ%3d%3d
541,9 RADHA,ISHAAN DEVELOPERS,30/07/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=lASs%2fNHVeTitR8KKGJ%2fwJ68rCETOMa9s3USqdKLBMKokSj7jXVuMFQLQDUdHcSYn4JYMb6qD15PYqyLvK%2faUS8hSP1NbXaS6o3Nl0pyWO6T8ewtIKGwhI7J%2fHsnP3ip8OwKsdd%2bM2QzPNfoU%2bb9sQFj8aRbtWST6eURJlnb3%2bDvpuTtoWfxq1A%3d%3d
542,MEHRABAD,KHANDWANI EXPORT PVT LTD,14/06/2020,https://maharerait.mahaonline.gov.in/PrintPreview/PrintPreview?q=GPwXTNh4SPQFZdDUtj7VF1a0p4vFeeXJ1qAB%2f9dNVlLd3H9nHUtDn43oJ4jIfpxR3I%2bzo5wgl8ZwD8QP8%2fK1tv%2bG3YgvlLSy2LU8YLK0W5t%2fWojKIaHoG9A5txYW2o2RIAyzOlTsaRUsPTevX15dTug33uqvWKaoL67M9m1NDMy1xykD%2ffTk4w%3d%3d
